client_id,usable_hours,num_usable_clips,avg_dnsmos
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,83.69848333333333,46425,3.772056911455153
853d72391fef60049ee139a1e170b719bd0d9b8d4d13ebcd50a8a1e05303c73a1129284a7460e29bf4e30a19659e3d6ca4ef9eeaeec9336653e646c5c4fc0e7e,46.5195,28983,3.9516741769702004
a042182e6ebf78a6547ec308698d871de40b6656f75f0bb18d1e52469668a4a4cd4a0b2b59e8463f6e0060036b8732de5fbbc78cd45803c8ac8dc69f3db7322f,23.21801333333333,15592,3.7918631919932526
c942ac7dc9e12e64ac5e5702908a27ed90e45071e31cd816135ba9053f8d4efe9d598611ce4f4562765f0413fa5a7c40663536d5c0dbfcb2662ae24aabf2ab9c,15.37623,8963,4.005267379407065
b43333d424ddb464c698d8f8bab1db0983db409ca18b1336cb124f03ccfccfcc859c6c067632360a2412229138272b7ec21155ebf8c449a865164690fd4deff9,12.517850000000001,8083,4.035611029383896
87840e4d3db1e4e6262c86f580eafda6f5a5b61747333e5df138f0b9516adbc6ec45fb4bde3ead4841e7122d8baa3aeaaf333dc293858f9aa0f033059a6ee513,11.809843333333333,8615,3.7924440504019854
522a76410fd634f4ef96b2d58b58577e5a2567897ffdc8c51987297e1d9e2ec6dbf372724226aee1b1b482268c43e441db1f1395c37dbbbd5f509f09288e4684,10.3219,8506,3.766717258577147
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06,8.10122,5217,3.5713924208157177
963b46287d3f9b7e6e3a7fc53e070fdf00797a875f32502cd78e312a8fde75187bb7e9dc6b773d970be0928f319b4cd54ab33909bcb20f1d45056b76d3fd1443,6.613393333333334,5033,3.899941995322479
1a4ba79a68e6a08a7699b2ec09f8579a7e8fa72146ccca3c31b527f3262ca1e332020ec447057e30810c1da8df5e367cb3263490485a67df359f975b665d778c,6.2701400000000005,3774,3.702645387419583
4fd9b5076ee8fce3f82ce453827e8c748d7bba75dff7d4533b2d4a63ccd018d5e4e471c5918081ad35b120abf964b40bbe5e355d3ee3baa423424b585e96036d,6.21033,3865,4.059478261399855
141193ea68ab99201145673bce81571cf02d480166f0141b9a53241f9197ed4dfaae3ba8db319dcf040ea1dc39ff805e6af69fa6cc7c47e73ad4786735734201,6.1959100000000005,4737,3.961236957006875
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd,6.0188033333333335,4657,3.7594687546530787
09affcd14e149fcca7f2a92715cb95a1aaf65af8afbc133ec3793b0f39173ed0f323bebadf88186d8a7a5255e4382a11f4ba0ded026777ed101aa6e3f2453163,5.50124,3589,3.923881450713129
78b6bc3b5ff48c08f9a92b8af479069455fe3554a35cc9b00c09b547dd9644d1723d7759f7144832e134a8bdc6854ac58252376c1660a798274f79ebc651041f,5.499346666666667,3562,3.924217083292152
1eb61e3fe536b525532ae4912125de5136c27f484ec890af67f0a22deb2d303fb5627fa5bffa14b9ffcb4d2a5fdd1d24d36615a0e4fab5d383c4d1b23d1e779d,4.652246666666667,2636,3.785428229883336
314958f441636258961266f855b6f82d7ec3599af877206d7a92b2ea142f3e56124c16cf1c132ae828698481ec454426eabcddb61570051f4b53f35b625902e1,4.5930833333333325,4049,3.869869837910489
