/path/to/fluent/audio_16k
common_voice_de_35420940.wav	103105
common_voice_de_19572931.wav	76417
common_voice_de_37115296.wav	100800
common_voice_de_19377250.wav	155905
common_voice_de_27608236.wav	69120
common_voice_de_25820350.wav	89857
common_voice_de_32438919.wav	126720
common_voice_de_18908434.wav	66433
common_voice_de_28543383.wav	53569
common_voice_de_24890828.wav	134209
common_voice_de_18030071.wav	84097
common_voice_de_19353572.wav	112129
common_voice_de_18440070.wav	66433
common_voice_de_18036524.wav	55297
common_voice_de_23871693.wav	116353
common_voice_de_29047685.wav	73729
common_voice_de_18671519.wav	80257
common_voice_de_18030505.wav	51457
common_voice_de_17865802.wav	34177
common_voice_de_25197573.wav	112897
common_voice_de_23790612.wav	75265
common_voice_de_28906362.wav	81217
common_voice_de_19534808.wav	140929
common_voice_de_24622064.wav	74305
common_voice_de_18698070.wav	85249
common_voice_de_25802466.wav	51840
common_voice_de_27119574.wav	141697
common_voice_de_23379119.wav	100609
common_voice_de_34818152.wav	127297
common_voice_de_35372995.wav	89280
common_voice_de_18325099.wav	81793
common_voice_de_19186926.wav	140160
common_voice_de_17833030.wav	123265
common_voice_de_37185469.wav	46657
common_voice_de_25957952.wav	126720
common_voice_de_24368538.wav	84673
common_voice_de_32241588.wav	89280
common_voice_de_20135271.wav	124417
common_voice_de_17761238.wav	58753
common_voice_de_22642552.wav	148993
common_voice_de_23775736.wav	91777
common_voice_de_27251233.wav	111169
common_voice_de_19182653.wav	225409
common_voice_de_32184995.wav	109440
common_voice_de_36598758.wav	106560
common_voice_de_34592525.wav	124417
common_voice_de_28435386.wav	77185
common_voice_de_21084658.wav	137473
common_voice_de_31238151.wav	105409
common_voice_de_28521909.wav	85249
common_voice_de_28576501.wav	152640
common_voice_de_21288592.wav	89857
common_voice_de_19844195.wav	118273
common_voice_de_27774650.wav	99073
common_voice_de_19317952.wav	76417
common_voice_de_27672907.wav	69120
common_voice_de_23961558.wav	96385
common_voice_de_32125044.wav	80640
common_voice_de_19778085.wav	125953
common_voice_de_17940266.wav	46080
common_voice_de_17801314.wav	61057
common_voice_de_20187300.wav	113665
common_voice_de_26171617.wav	103105
common_voice_de_25433935.wav	85825
